;accountName;saleDate;totaltransactions;avgprice;lastprice;differentip;lifespan;number_of_week;weekend;lastmethod;country;orderfreq;return
248729;41c6c7d21d98d5943d43b11ac9c0;2013;5;1.752;2.0;2;207;4;0;2000;49;41.4;1
248730;0f49886e1386a35653b5b418c7e1;2013;1;5.0;5.0;1;1;0;0;40;30;1.0;0
248759;093e7485d56a43c495de05d9b214;2013;9;2.56333333333;1.69;3;3;3;0;2000;43;0.333333333333;0
248765;ffe20605198a2e68f914aaf36e10;2013;5;1.752;1.69;2;24;3;0;2000;84;4.8;0
248767;e24f626aa5b822bb05e8a9055bfa;2013;10;14.794;1.99;4;57;0;0;1000;32;5.7;0
248768;fdc65f2e03a68da8b4af0a90dfde;2013;1;9.99;9.99;1;1;0;0;2000;32;1.0;0
248810;7ce92d467e0ad5bba3687627ee0d;2013;2;5.99;9.99;2;1;1;0;1000;32;0.5;0
248825;00ba8286b21c82f679ba43f967d4;2013;7;13.4214285714;20.0;7;29;1;0;1000;32;4.14285714286;0
248867;5760bc10ccce0b2c979087631491;2013;18;3.82;1.69;10;18;4;0;2000;43;1.0;0
248872;94668d55aa04d4124a8312b3f61c;2013;12;5.0;2.0;1;8;0;0;2000;43;0.666666666667;0
248879;254e96175485adb48fa1980d1b74;2013;1;10.0;10.0;1;1;0;0;40;40;1.0;0
248884;3bb4de2acc0dfe884fe3ead4dcf2;2013;1;50.0;50.0;1;1;0;0;137;124;1.0;0
248887;4a226e31201f6a36f38d3be97ac3;2013;9;3.33166666667;5.922;5;128;2;0;1000;44;14.2222222222;0
248900;a399804af84bfc5863453cea6362;2013;29;2.56724137931;2.0;8;63;0;0;2000;84;2.1724137931;0
248926;71980d3152632e5022800e353ca9;2013;4;1.7675;1.69;1;1;0;0;2000;43;0.25;0
248946;4e30993690feac02efb9af0b1677;2013;2;8.0;8.0;1;1;0;0;2000;84;0.5;0
248957;ca4f48285a0365631331b22bb890;2013;1;2.0;2.0;1;1;0;0;2000;43;1.0;0
248962;e48b0deedeb2c212b3fd316d6f84;2013;25;5.76;8.0;8;32;4;0;2000;84;1.28;0
248963;6ebe275484f689d6a9094a86b8e7;2013;3;2.56333333333;4.0;1;5;5;1;2000;49;1.66666666667;0
248965;2552087a0d9f3d4e57185359712b;2013;1;2.0;2.0;1;1;0;0;2000;43;1.0;0
248976;ab54ae9c49eb60b4c10509e66a96;2013;2;8.0;8.0;2;7;0;0;2000;43;3.5;0
248980;3fcce9ecf51418cc7bfed768245a;2013;27;2.29518518519;4.0;13;121;2;0;2000;84;4.48148148148;0
248992;febeadd2583e79ef9dae3d93c03b;2013;1;1.69;1.69;1;1;0;0;2000;43;1.0;0
248998;830954093c6279299a225efc798f;2013;1;1.69;1.69;1;1;0;0;2000;43;1.0;0
249036;171ce93646cf29865dd18aa4928b;2013;4;1.9225;2.0;1;1;1;0;2000;43;0.25;0
249056;3f930a92fffb381fed6328e2d4ed;2013;2;8.0;8.0;1;1;1;0;2000;43;0.5;0
249062;994ba4e93a6905ea728cb34a90bb;2013;1;8.0;8.0;1;1;1;0;2000;43;1.0;0
249064;9514c5db4ffa17611716eec0d050;2013;1;1.69;1.69;1;1;1;0;2000;43;1.0;0
249069;08b7acc1ee5da1bc3fc934c5b033;2013;30;4.49666666667;1.69;16;34;6;1;2000;84;1.13333333333;0
249070;53b32d78568f031331da2bfc88e4;2013;12;6.83333333333;4.0;6;34;6;1;2000;49;2.83333333333;0
249082;191be8ac8ce95bd68550b853914d;2013;1;10.0;10.0;1;1;1;0;100;39;1.0;0
249120;c435f0c7495cc68b1e05da76306e;2013;1;15.0;15.0;1;1;0;0;100;39;1.0;0
249121;19d7cbd6565653d008361ab0d075;2013;3;2.46;2.46;3;26;5;1;2000;100;8.66666666667;1
249142;84c06bd20c154456e3a2bc19c4de;2013;1;5.85;5.85;1;1;1;0;1000;44;1.0;0
249147;2862d0281e6b390378c8027d8828;2013;2;6.995;3.99;2;123;4;0;1000;32;61.5;1
249149;04f23d619e94d9f19da01b6f717c;2013;10;5.0;5.0;1;53;4;0;40;50;5.3;0
249152;6224610390491d0ee77c6bdcd647;2013;1;10.0;10.0;1;1;1;0;100;106;1.0;0
249155;2fd08cf79ea6af1e1fa9cd7161f1;2013;2;4.0;4.0;2;5;5;1;2000;43;2.5;0
249165;2033843dd436aa995f85d302d80b;2013;6;8.75;10.0;3;11;4;0;40;43;1.83333333333;0
249173;9cf797255fa59de1249a75a30cb0;2013;1;10.0;10.0;1;1;1;0;100;1;1.0;0
249176;3df76ff02dc16a6d47b6bbab4f2c;2013;1;15.0;15.0;1;1;1;0;100;1;1.0;0
249180;4123e1118be95aa08da9f0f99c1d;2013;1;10.0;10.0;1;1;1;0;40;90;1.0;0
249181;8696df3ae87d891205a205902ebd;2013;14;10.1096428571;11.753;11;13;6;1;1000;44;0.928571428571;1
249183;077ba4777a2344a8aaa743922cd9;2013;5;31.0;30.0;2;25;4;0;80;15;5.0;0
249193;7587a38e306c20c6dabef1778c20;2013;1;1.99;1.99;1;1;1;0;1000;32;1.0;0
249201;185d5354568ab70cb1ef8711a713;2013;1;3.0;3.0;1;1;1;0;1000;90;1.0;0
249213;87ee6c774d65f10763ddbc48e408;2013;2;10.0;10.0;1;8;1;0;40;40;4.0;1
249225;ded3ae7cb6b26ff06b35d424bbd5;2013;19;10.3647368421;10.0;18;64;1;0;40;32;3.36842105263;0
249238;ad19483683b2fe603c8849ba4ed0;2013;25;6.9676;8.0;4;53;4;0;2000;43;2.12;0
249252;60e761d90c6d1c4c14273e2ca37b;2013;2;17.5;10.0;1;57;2;0;40;42;28.5;0
249255;b49df15ba31d65d17926774c5398;2013;1;5.0;5.0;1;1;1;0;30;90;1.0;0
249274;bc3c77b775e70a7b9305ff4d844f;2013;1;0.99;0.99;1;1;1;0;1000;32;1.0;0
249282;44b4b074aabb0ae22af42fd8054d;2013;10;19.65;25.0;10;91;1;0;40;43;9.1;0
249290;a2cb131a29f5adf7c7aabc551c93;2013;1;15.0;15.0;1;1;1;0;100;39;1.0;0
249293;da7f6b19bf892374ea963a7a9abc;2013;3;10.0;10.0;2;39;4;0;40;32;13.0;0
249306;88e6a96e3c4ddb2e1ec3a3d770ff;2013;6;30.0;10.0;4;43;2;0;40;32;7.16666666667;0
249315;b2e4746df9d19860e549aa33e947;2013;9;4.10555555556;10.0;7;26;6;1;61;32;2.88888888889;0
249322;182bbe633098f5e266f27b236087;2013;1;10.0;10.0;1;1;1;0;40;32;1.0;0
249323;11a9ac8ed234886d65cd5090dd70;2013;9;10.0;10.0;9;50;2;0;40;32;5.55555555556;0
249324;4d339977763c60b8cab57cc39659;2013;2;12.5;10.0;1;4;5;1;40;30;2.0;0
249334;760a41660b6907e813a3ca94689e;2013;1;5.0;5.0;1;1;1;0;40;30;1.0;0
249335;dfebdbc965209d7fc27e14b13b40;2013;8;4.71125;4.0;3;55;0;0;2000;130;6.875;0
249339;898ad7c18bd5257d368fe0044c9a;2013;9;19.4444444444;50.0;7;29;1;0;40;50;3.22222222222;1
249344;c7d0521d2fe859ad25d450003973;2013;3;4.32333333333;1.99;3;7;1;0;2000;32;2.33333333333;0
249351;b99df2e23f5f5d46318488946ca2;2013;8;2.625;3.0;3;3;3;0;40;87;0.375;0
249378;ef3fbb449a8299d0e68ce0991a30;2013;3;11.6633333333;15.0;2;1;2;0;40;32;0.333333333333;0
249388;561cc70579471c75365a87719487;2013;2;10.0;10.0;2;4;4;0;20;64;2.0;0
249393;5958e80079fdfa9362fbf89a72f6;2013;4;5.0;10.0;4;210;0;0;137;43;52.5;1
249396;573ac456fdb75eb32ec778d9aeb2;2013;1;4.5;4.5;1;1;1;0;1000;43;1.0;0
249406;9123e6e80951036334921cc28ad9;2013;36;3.02111111111;1.69;12;102;5;1;2000;43;2.83333333333;0
249411;3520b7fe4734b6d3ae322325fd8a;2013;10;1.69;1.69;2;1;2;0;2000;43;0.1;0
249422;860213834172a8ca2adccc1dded4;2013;4;4.4225;4.0;1;8;1;0;2000;43;2.0;0
249429;db5d549efb720e1a28e7fe7ca636;2013;1;10.0;10.0;1;1;1;0;40;50;1.0;0
249430;834e60a6fc23c7c0bae14b273bc4;2013;1;8.0;8.0;1;1;1;0;2000;49;1.0;0
249436;779ae42894297e4b454660b88c9b;2013;2;1.49;0.99;1;1;1;0;1000;32;0.5;0
249442;6356551637f83be9eb9d1d471716;2013;13;3.18307692308;1.69;7;21;1;0;2000;84;1.61538461538;0
249450;57e99806cab8ccd7503a321745d1;2013;2;1.69;1.69;2;1;1;0;2000;43;0.5;0
249456;d6f85f07386c413ff34dd4eba45f;2013;1;1.69;1.69;1;1;1;0;2000;43;1.0;0
249459;3bcb610a9f8ae78e28c3c12f93ca;2013;23;14.9930434783;9.99;17;151;4;0;1000;32;6.5652173913;0
249462;22d0a9fcc7b18f27f51f3fd79f42;2013;5;7.08;7.08;2;6;0;0;1000;40;1.2;0
249475;18ca55019357122de27ba9a3bf60;2013;2;1.49;0.99;1;1;1;0;1000;32;0.5;0
249478;fb160ad2a928941ec599b4cc854c;2013;1;1.818;1.818;1;1;1;0;2000;44;1.0;0
249490;31e620079ea9ac3a2768faf1a499;2013;29;12.3065517241;14.99;27;205;1;0;1000;32;7.06896551724;1
249493;165f03ed7d42d2d83f04402cf490;2013;2;7.5;10.0;2;80;4;0;40;32;40.0;0
249502;3b022b94617d9324c125ed05f6ec;2013;4;7.08;7.08;1;1;1;0;1000;40;0.25;0
249517;055b8b6ceba9e9a3929b9ff2f534;2013;1;10.0;10.0;1;1;1;0;137;124;1.0;0
249520;ad6d66d46070be47d8295d15a2c7;2013;1;11.699;11.699;1;1;1;0;1000;44;1.0;0
249540;408c79ca1a58ce9504809fbd6454;2013;3;3.23;4.0;1;1;1;0;2000;49;0.333333333333;0
249545;35e8db243f1108deade6154e218d;2013;1;1.69;1.69;1;1;1;0;2000;43;1.0;0
249548;adf1f3d43ea50facccef0cccfd78;2013;8;10.25;10.0;6;201;6;1;20;43;25.125;1
249550;1a52c3e46c2b8b392e304336499e;2013;1;4.0;4.0;1;1;1;0;2000;43;1.0;0
249574;5529d1774cede9a4bfbc8182610e;2013;21;1.8;1.69;5;36;2;0;2000;84;1.71428571429;0
249582;5e11790bff7eea866daf7746cea0;2013;1;4.0;4.0;1;1;1;0;2000;43;1.0;0
249588;3258a8637bc2cc18ba348e960a4f;2013;1;1.69;1.69;1;1;1;0;2000;43;1.0;0
249590;032e2273972c9ac50cb9f91f4790;2013;2;8.0;8.0;1;1;1;0;2000;43;0.5;0
249595;5db42b84b72ac34b1a30da8a8903;2013;3;1.69;1.69;1;1;1;0;2000;43;0.333333333333;0
249599;6ac3607f51a57446f82b1a748cf0;2013;19;5.72789473684;14.99;9;149;3;0;1000;32;7.84210526316;1
249604;5bb83770cb7fb1651caf1b2c908a;2013;1;15.0;15.0;1;1;1;0;137;100;1.0;1
249612;4ad16cbe922c51b160f2edcf31af;2013;1;1.69;1.69;1;1;1;0;2000;43;1.0;0
249632;1d93520d25464fc8702dd14b4163;2013;6;3.25;1.5;5;6;0;0;1000;64;1.0;0
249642;49fc0e23f90e209d3274c97a6049;2013;60;2.49616666667;4.0;43;210;1;0;2000;84;3.5;1
249652;cefa093ad1ad5e0602710d2b5e7f;2013;2;2.0;2.0;1;1;1;0;2000;43;0.5;0
249662;f4cf9bd9cc081ac8a2f579af139e;2013;2;4.0;4.0;1;1;2;0;2000;43;0.5;0
249664;980d48cf5c2fb24393a63b86beb6;2013;1;10.0;10.0;1;1;1;0;40;11;1.0;0
249666;2f989c67cd4f4a7d1114e518976e;2013;20;2.476;4.0;4;71;2;0;2000;49;3.55;0
249697;1127968ee98c37f840fa4b2fc87a;2013;7;3.67;4.0;6;39;5;1;2000;45;5.57142857143;0
249737;5b8c023f583492d8847aeb4e0178;2013;4;2.0;2.0;1;1;2;0;2000;43;0.25;0
249760;adb18fa5b721f62d3530eb8ec8f0;2013;4;8.0;8.0;1;8;2;0;2000;84;2.0;0
249776;3fc6dbded08199d5a69126b88ff0;2013;2;5.0;1.0;1;1;2;0;2000;11;0.5;0
249780;a01836f190c46604be246972b2b7;2013;10;3.245;4.0;2;162;2;0;2000;49;16.2;0
249790;879e8eab9b96be573797e6cbc497;2013;4;4.0;4.0;2;3;4;0;2000;43;0.75;0
249793;0c9a8f63df481bb0bcdee31198fa;2013;7;2.57142857143;2.0;4;8;3;0;2000;43;1.14285714286;0
249815;22c5ee96f0a3a976c0dcb32039b4;2013;38;2.85394736842;2.0;4;8;2;0;2000;43;0.210526315789;0
249816;4dffd3ccd3da2c5216e8e0a31277;2013;1;2.0;2.0;1;1;2;0;2000;43;1.0;0
249826;9b2d5431f5fee85d94c76318962f;2013;1;1.69;1.69;1;1;2;0;2000;43;1.0;0
249856;9432e18281c092187bdd1b20052b;2013;17;1.13905882353;1.14;1;26;6;1;1000;26;1.52941176471;1
249859;f787c808a82bfd4aaadc36319d3e;2013;8;4.5;4.0;7;15;2;0;2000;43;1.875;1
249910;9092d67b11a1e6f697a705f3e156;2013;1;10.0;10.0;1;1;2;0;90;40;1.0;0
249911;dd971e8e381a22edf2cb293f52cb;2013;1;3.0;3.0;1;1;2;0;1000;64;1.0;0
249928;96975a842b7bdb4302450269429a;2013;3;7.99666666667;10.0;3;43;3;0;40;32;14.3333333333;1
249938;4c2351704f5009a8d54014ee9e60;2013;3;13.3333333333;10.0;3;83;0;0;20;109;27.6666666667;0
249939;22c1d296aaec71bad0700e7efcd5;2013;2;10.0;10.0;2;4;5;1;40;50;2.0;0
249941;329f98dd048d907a7111fe4e3983;2013;1;4.0;4.0;1;1;2;0;2000;43;1.0;0
249943;dedaa2b1de8f3c8848a6f39a6de3;2013;1;15.0;15.0;1;1;2;0;100;39;1.0;0
249944;ef8144f2bae73056286c49bab724;2013;1;10.0;10.0;1;1;2;0;40;32;1.0;0
249946;bf10d5777c9925cd5fd7a029ef5d;2013;16;10.0;10.0;15;97;0;0;40;100;6.0625;0
249948;a6b5068c15280a0c19509634c1d2;2013;1;10.0;10.0;1;1;2;0;100;39;1.0;0
249950;67337406bfe12d71f4885c75047a;2013;2;10.0;10.0;1;1;2;0;40;43;0.5;0
249951;0b67fbc46fac62173ffdf544a6bc;2013;9;3.66666666667;1.5;1;2;4;0;1000;43;0.222222222222;0
249959;f10b82272f61d5548c1e17108e09;2013;10;4.791;6.99;8;59;4;0;1000;32;5.9;0
249964;d8184c581f7380b94d56d05f7092;2013;15;9.33333333333;5.0;1;86;3;0;30;-1;5.73333333333;1
249978;27ea9db011ee3f409e97d76e0d6f;2013;1;15.0;15.0;1;1;2;0;100;39;1.0;0
249983;79afc0369ac3777d38265e87f0e7;2013;1;2.0;2.0;1;1;2;0;2000;43;1.0;0
249998;e8600031c388824ddbfa4101bd98;2013;3;6.66666666667;5.0;3;154;1;0;1000;11;51.3333333333;1
250002;b3cc9c399a429c1655b0a9da7fe5;2013;2;12.5;10.0;1;1;2;0;100;39;0.5;0
250004;da26a4908d07f9ff5e51d520b623;2013;3;1.73;1.73;1;1;2;0;1000;97;0.333333333333;0
250025;877563c4c185e4e199f04b809bfc;2013;24;4.25;4.5;2;55;1;0;1000;43;2.29166666667;0
250027;89c42f8d6efab4716a48980ffa9c;2013;2;12.5;10.0;1;1;2;0;100;39;0.5;0
250028;828e548cbdaecff369b697713879;2013;1;2.0;2.0;1;1;2;0;2000;43;1.0;0
250035;0a585cbc9868d17bc6de99e774d2;2013;20;3.775;4.5;2;196;1;0;1000;43;9.8;1
250041;ea28feba1f0ebff10bc925d60a98;2013;1;10.0;10.0;1;1;2;0;40;32;1.0;0
250050;7a0a7535bb40f719f292039ee050;2013;5;4.0;4.0;2;2;3;0;2000;43;0.4;0
250054;92de11404ddd56a3fd3fa79d0639;2013;1;10.0;10.0;1;1;2;0;100;39;1.0;0
250083;287bba964c2f46902b621e5c1dfd;2013;4;2.5;4.0;1;1;2;0;2000;43;0.25;0
250091;4f53eaa57ad6f1dd20001e59e6ed;2013;22;2.33545454545;2.0;10;208;6;1;2000;43;9.45454545455;1
250095;5b422f66b0fe38fb48de8f87f5ae;2013;6;8.49;0.99;4;52;5;1;1000;32;8.66666666667;0
250096;b7653e90918fd334cc0622749dea;2013;2;4.5;4.5;1;1;2;0;1000;43;0.5;0
250099;8621be6845bd5c3c5dfd0aa4b667;2013;2;1.845;2.0;1;11;5;1;2000;43;5.5;1
250107;ba520e0bdfc2702a3344fafe52e6;2013;1;1.69;1.69;1;1;2;0;2000;43;1.0;0
250111;b6e4a15178a04dc71e3393de68a6;2013;6;3.0;2.0;2;1;2;0;2000;43;0.166666666667;0
250118;bf40a40d8db281262f392be1be38;2013;1;4.0;4.0;1;1;2;0;1000;100;1.0;0
250122;26bf9f17ebf202d014559f39613e;2013;17;4.0;4.0;12;180;6;1;1000;100;10.5882352941;1
250126;131a1c78cc1c2d04e27cde060cb9;2013;14;5.07142857143;2.0;9;98;1;0;1000;100;7.0;1
250128;938b14cf036c4639196447663a1e;2013;3;8.33;5.0;2;3;5;1;40;32;1.0;0
250134;172ef6b0b9009b2e396de1013d0f;2013;3;4.0;4.0;1;1;3;0;2000;43;0.333333333333;0
250139;e188d7a7bacef16422090156e9fb;2013;1;10.0;10.0;1;1;2;0;40;32;1.0;0
250180;ee925ad68c35e3bdaf30b0a2444c;2013;1;1.69;1.69;1;1;2;0;2000;43;1.0;0
250181;9997d5e7f8478e1fa5d6f92b852f;2013;1;9.99;9.99;1;1;2;0;2000;32;1.0;0
250195;fccf2d4a09e211551cdfe4c4d5b9;2013;1;1.69;1.69;1;1;2;0;2000;43;1.0;0
250203;601f18d5a92cd8e6267c87e527ca;2013;1;4.0;4.0;1;1;2;0;2000;43;1.0;0
250207;19a34f8f0f2b5dcc04621e3d53cd;2013;2;3.5;2.0;1;1;2;0;40;11;0.5;0
250210;e68822d7a47f8fa65411c34a6b74;2013;1;1.416;1.416;1;1;2;0;1000;40;1.0;0
250212;0713953bf263e89e95c223c60f0b;2013;10;12.0;10.0;8;33;0;0;20;32;3.3;0
250213;80eec71667c7b651f31d92e2960b;2013;5;6.0;4.0;2;28;2;0;2000;43;5.6;0
250217;5e9dec512f09294e24cc1ddf7630;2013;7;22.9352857143;22.104;7;197;2;0;1000;109;28.1428571429;1
250218;d437817b37754685989feb38b21d;2013;2;8.495;6.99;2;60;6;1;1000;32;30.0;0
250229;84dc1c6def637ab940b3b9f6db9d;2013;6;11.325;0.99;5;47;6;1;1000;32;7.83333333333;0
250233;2f317f401972359892f246fd3b39;2013;13;6.76923076923;8.0;1;10;5;1;2000;49;0.769230769231;0
250234;15f99fc071a54bf245447e23e77a;2013;2;1.69;1.69;1;1;2;0;2000;43;0.5;0
250244;d35c6089123939e917d28ac9a901;2013;1;10.0;10.0;1;1;2;0;40;11;1.0;0
250265;7eb2fe9e0b28e290733047531b53;2013;1;2.0;2.0;1;1;2;0;2000;43;1.0;0
250276;9685c16b690bbb501a24f144d183;2013;1;1.5;1.5;1;1;2;0;1000;43;1.0;0
250277;f1e6bffe619ea3a4680a7defedda;2013;1;10.0;10.0;1;1;2;0;40;32;1.0;0
250285;c6de4c73354157d747c2d451f13c;2013;1;1.69;1.69;1;1;2;0;2000;84;1.0;0
250286;d91e23b811ae5c23eaaf94495820;2013;1;1.69;1.69;1;1;2;0;2000;84;1.0;0
250306;e83712350c63b28f3ec66168c6d9;2013;2;4.0;4.0;2;28;2;0;2000;43;14.0;0
250320;dfece0983218cd7ed67aa8cd795d;2013;1;10.0;10.0;1;1;2;0;40;15;1.0;0
250321;5b17830506bcc19a8b7caad400d2;2013;6;10.8333333333;15.0;2;4;6;1;40;32;0.666666666667;0
250324;0acfc7c778754098a8d6b3ef17f2;2013;12;2.14083333333;2.0;2;5;0;0;2000;43;0.416666666667;0
250341;29acb55d9f27ad48d66fbb7f2805;2013;1;8.0;8.0;1;1;2;0;2000;43;1.0;0
250345;91f229f11e988c8cb84905bbc8f6;2013;21;4.73904761905;1.69;1;58;4;0;2000;43;2.7619047619;0
250347;f3bc5c9b139d83fe3d920e126c25;2013;1;20.0;20.0;1;1;2;0;20;32;1.0;0
250369;7b017422dcc1e3fcdc27366672d3;2013;3;2.0;2.0;1;1;2;0;2000;43;0.333333333333;0
250379;de0eb5af8b31e809248074130b32;2013;1;10.0;10.0;1;1;2;0;40;32;1.0;0
250382;c6a321eca5cb390e9adc7f88717a;2013;2;5.0;2.0;2;14;2;0;2000;35;7.0;0
250414;ce5ce5b34cc3b78a85277da57df9;2013;9;4.88888888889;4.0;6;106;3;0;1000;100;11.7777777778;0
250425;b69e53163374c23e78f53e617220;2013;7;3.09857142857;1.69;5;20;1;0;2000;49;2.85714285714;0
250430;517f137c48cbfa3c1a0480dfdad5;2013;5;1.814;2.0;1;1;3;0;2000;49;0.2;0
250446;300faaa1cafbcd52ef72fb74038d;2013;1;1.69;1.69;1;1;2;0;2000;43;1.0;0
250450;d5c5b0bc4550ee03affdd1503592;2013;3;1.79333333333;1.69;2;19;0;0;2000;49;6.33333333333;0
250455;d5e1f401ef590c7a13c99b9a273c;2013;7;3.14285714286;4.0;4;7;1;0;2000;43;1.0;0
250458;16e824ad603e03d5cec29eb001a7;2013;2;1.0;1.0;1;1;2;0;40;32;0.5;0
250459;620588291c97ca2a9bc0837baf0f;2013;3;2.0;2.0;3;22;2;0;2000;84;7.33333333333;0
250460;28f96ed5ccc5a352294bc42d2752;2013;64;4.074375;4.0;8;158;6;1;2000;84;2.46875;1
250474;5044c7c850a443a3adbb559078ba;2013;2;20.0;20.0;1;53;6;1;30;90;26.5;0
250479;45cafd17e000eba6108c4133afe2;2013;3;12.3333333333;10.0;2;9;4;0;40;32;3.0;0
250482;90f683536798a8bb5a6281caaa7f;2013;3;3.5;1.5;1;3;5;1;1000;43;1.0;0
250484;86979d5c9c194ef5d26de197b0b2;2013;1;8.0;8.0;1;1;2;0;2000;43;1.0;0
250485;f95e70079a7167b8ea4f4243e3a2;2013;1;2.0;2.0;1;1;2;0;2000;84;1.0;0
250525;13bb985a8e4a63f11fa6f5763877;2013;1;10.0;10.0;1;1;2;0;80;15;1.0;1
250530;3237daffacd118abb061d494dafd;2013;1;10.0;10.0;1;1;2;0;40;50;1.0;0
250556;ad1d637f892c5f9befec450243e5;2013;2;10.0;10.0;2;11;5;1;40;50;5.5;0
250569;87a4d419e9042eecde2a94530558;2013;1;4.0;4.0;1;1;2;0;2000;43;1.0;0
250578;f9a98b0ecda030fb28e48bfae43f;2013;1;3.0;3.0;1;1;2;0;1000;90;1.0;0
250582;959bbd1177126aac308f07ac7b61;2013;71;1.70309859155;2.0;5;39;6;1;2000;43;0.549295774648;0
250594;93216d04ca9577bfbb63ed2a8140;2013;1;5.848;5.848;1;1;2;0;1000;44;1.0;0
250595;b32cfd119df9a0fd3cf89933a020;2013;1;2.0;2.0;1;1;2;0;2000;84;1.0;0
250624;ed233fb635e1ba373f94c57b4a16;2013;1;1.69;1.69;1;1;2;0;2000;43;1.0;0
250631;e682abaf8ec10afcd1be24bef69f;2013;5;3.938;8.0;2;33;0;0;2000;49;6.6;0
250637;46a72ede24b6db7b8aa722709e7a;2013;99;6.07454545455;8.0;3;38;5;1;2000;49;0.383838383838;0
250652;c45fcdcb0c69496ee7238bfa03ae;2013;3;1.69;1.69;2;3;5;1;2000;43;1.0;0
250659;c7491b056c107d755043804e7773;2013;1;4.5;4.5;1;1;2;0;1000;43;1.0;0
250664;efa36d51c1a7fe22be090852ce22;2013;2;3.0;2.0;1;1;2;0;2000;43;0.5;0
250672;9d6ee30dc827ee8a6b2724f31252;2013;2;2.845;4.0;2;33;0;0;2000;84;16.5;0
250693;556b59efda22e5322e456e621c6f;2013;1;20.0;20.0;1;1;2;0;20;40;1.0;0
250704;b9466ec954fafc730de055b22404;2013;8;3.25;4.0;2;3;5;1;2000;43;0.375;0
250716;7978f136a1f791c3133fefada1a9;2013;10;2.614;1.69;5;57;3;0;2000;84;5.7;0
250730;92318a63904a065d09db090a1f11;2013;14;1.88928571429;2.0;2;58;4;0;2000;49;4.14285714286;0
250737;4ada9beb046a711b189bed307749;2013;1;15.0;15.0;1;1;3;0;100;39;1.0;0
250755;ed4bf77ae46d4f1a52d200f9c48e;2013;1;5.0;5.0;1;1;3;0;61;32;1.0;0
250766;8d2ec525d9ae82351d30167d0394;2013;4;1.74775;1.739;3;40;0;0;1000;44;10.0;0
250769;f5df781debc80e3a909f08829d6a;2013;1;5.0;5.0;1;1;3;0;40;50;1.0;0
250782;e84d3fba4a8b6351c43ff4e582c5;2013;1;0.364;0.364;1;1;3;0;1000;95;1.0;0
250795;e4f1aece76420c14dea7135b4c07;2013;9;2.58566666667;2.665;2;209;1;0;1000;97;23.2222222222;1
250808;e3603b610540bee44e9531a69e2e;2013;6;9.99833333333;10.0;6;145;0;0;40;32;24.1666666667;0
250809;0c9ddf7c04f8944b48b5e785dfaf;2013;1;0.99;0.99;1;1;3;0;1000;32;1.0;0
250816;b4326fe1d03f321af2940e14b72d;2013;97;2.55257731959;2.396;1;206;5;1;2000;97;2.12371134021;1
250823;57fd5878973b703f571072e550c0;2013;1;20.0;20.0;1;1;3;0;20;40;1.0;0
250824;1af2f0008cfcb95cc4e951b32dfe;2013;1;4.0;4.0;1;1;3;0;2000;43;1.0;0
250835;e03528ec2cb445e24055d2dfaa71;2013;20;2.569;1.69;2;36;3;0;2000;49;1.8;0
250842;aa5654b5ab523dbebf69c7c1fea0;2013;1;4.99;4.99;1;1;3;0;2000;32;1.0;0
250856;43ef6216655a3a3bca49309835a1;2013;37;3.61243243243;8.0;13;26;0;0;2000;130;0.702702702703;0
250863;e7e30a5cc10896d240b3a239b716;2013;26;2.715;1.69;8;11;6;1;2000;43;0.423076923077;0
250874;d458f7e8be88170f02adc870135a;2013;4;10.0;9.0;2;11;6;1;2000;11;2.75;0
250875;169e308e8271092a9c18c07d7e5c;2013;2;12.5;15.0;1;1;3;0;137;64;0.5;0
250876;2c199d439dcf2e0137b612732ced;2013;12;19.5833333333;25.0;11;209;1;0;40;32;17.4166666667;1
250886;551af81d9cb80b7f8ae247d95e5e;2013;3;2.65666666667;0.99;2;2;4;0;1000;32;0.666666666667;0
250889;9171e0bc4e9329f7676d9e5057cd;2013;7;3.62571428571;2.0;1;10;5;1;2000;49;1.42857142857;0
250890;5ab6aeecce4be9482fd233182170;2013;3;1.69;1.69;1;1;3;0;2000;43;0.333333333333;0
250901;d54afcc387a30ed8e6aa23efb037;2013;3;1.79333333333;1.69;2;3;5;1;2000;43;1.0;0
250903;991af57b7319d9c5968934bf8729;2013;1;10.0;10.0;1;1;3;0;100;39;1.0;0
250905;a05af9562b6531b72d3428a7478b;2013;1;10.0;10.0;1;1;3;0;100;39;1.0;0
250906;2188c2de07642c664a6bfbf482dd;2013;9;5.07666666667;8.0;5;20;1;0;2000;43;2.22222222222;0
250923;e3618bfa33f746cab3d24b4a12a3;2013;3;2.46;2.46;1;1;3;0;2000;100;0.333333333333;0
250930;082bd1298d8967878e0564694627;2013;3;6.33333333333;10.0;3;17;5;1;40;43;5.66666666667;0
250945;975c424d524af747b192d6aa3567;2013;1;1.0;1.0;1;1;3;0;1000;15;1.0;0
250948;c4c05dcfb86bea7f0453709e752c;2013;1;10.0;10.0;1;1;3;0;40;30;1.0;0
250957;e8f71f889c30e5cc905c957def75;2013;1;20.0;20.0;1;1;3;0;131;43;1.0;0
250963;7eb204a517bec2b17193af91c769;2013;11;9.72272727273;3.99;7;144;0;0;1000;32;13.0909090909;0
250974;9700633bdd7585316e990d0bd84a;2013;11;3.63636363636;4.0;2;110;1;0;1000;100;10.0;0
250985;fb2ba9cef36278539231f3df9748;2013;1;25.0;25.0;1;1;3;0;40;32;1.0;0
